"","PEDU1","PEDU2","POCC1","POCC2","PSES1","PI1","PI2","PI3","PS1","PS2","PS3","PS4","DE1","DE2","SELD1","SELD2","SELD3","SELD4","SELD5","SIM1","SIM2","SIM3","SIM4","ANXI1","ANXI2","ANXI3","POSS1","POSS2","POSS3","TMP1","TMP2","TMP3","TMP4","TAC1","TAC2","TAC3","TAC4","CENV1","CU1","CU2","ARES1","ARES2","ARES3","SCORE"
"607","Upper_Secondary","Lower_Secondary","Business","Farmer",2,3,4,4,3,4,4,5,3,"Far","< 2","< 2",4,3,4,4,4,3,4,3,3,4,"Yes","No","Yes",4,2,4,4,4,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"608","Elementary","Illiteracy","Unemployment","Housewife",2,3,4,4,2,2,3,3,3,"Moderate","< 2","< 2",3,4,3,3,4,4,4,2,3,4,"Yes","No","Yes",5,1,4,4,5,4,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","1"
"609","Illiteracy","Lower_Secondary","Business","Business",2,4,4,4,4,3,4,3,4,"Far","< 2","> 4",4,4,4,3,4,5,4,3,4,4,"Yes","No","No",4,1,4,4,4,5,5,5,3,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"610","Elementary","Elementary","Farmer","Farmer",2,2,5,5,3,5,5,5,5,"Far","< 2","> 4",3,2,3,3,4,4,5,2,2,4,"Yes","No","Yes",5,1,5,5,5,4,4,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","1"
"611","Elementary","Elementary","Farmer","Farmer",2,3,5,5,3,3,5,3,4,"Moderate","> 4","> 4",5,1,4,3,4,4,4,1,3,5,"Yes","No","Yes",4,1,4,4,4,4,4,4,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"612","Elementary","Illiteracy","Business","Housewife",2,2,5,5,3,5,5,5,4,"Moderate","< 2","> 4",5,2,4,4,5,5,5,2,3,4,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"613","Upper_Secondary","Upper_Secondary","Farmer","Farmer",3,4,3,4,4,4,4,5,5,"Far","< 2","> 4",5,2,5,3,5,5,5,2,5,2,"Yes","No","No",4,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"614","Elementary","Elementary","Farmer","Farmer",2,4,4,4,2,4,5,4,3,"Moderate","< 2","> 4",4,2,5,4,5,5,5,1,4,4,"Yes","No","Yes",5,1,5,5,5,4,5,4,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"615","Upper_Secondary","Lower_Secondary","Farmer","Farmer",3,4,4,5,2,2,4,4,4,"Moderate","< 2","< 2",3,1,3,3,3,4,3,3,4,3,"Yes","No","Yes",3,3,4,4,4,4,3,4,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","1"
"616","Elementary","Elementary","Farmer","Housewife",2,5,5,5,5,5,3,5,1,"Moderate","< 2","2 to 4",5,4,5,4,5,5,4,2,3,3,"Yes","No","Yes",5,1,5,5,4,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"617","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,2,2,3,2,3,4,3,2,"Moderate","< 2","> 4",3,1,3,4,4,4,4,2,4,4,"Yes","Yes","Yes",5,1,5,4,5,5,3,3,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"618","Elementary","Elementary","Elders","Farmer",2,4,5,5,5,5,4,5,4,"Moderate","< 2","< 2",3,1,5,4,4,4,4,2,4,3,"Yes","No","Yes",5,1,4,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"619","Lower_Secondary","Elementary","Business","Housewife",2,3,5,5,3,3,3,3,4,"Moderate","< 2","2 to 4",4,3,4,4,4,5,5,2,4,3,"Yes","Yes","Yes",5,1,5,5,5,5,5,4,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"620","Illiteracy","Elementary","Farmer","Housewife",2,3,4,4,3,3,3,4,3,"Far","< 2","> 4",3,3,3,3,3,3,3,3,3,3,"Yes","No","No",5,5,5,5,3,3,3,3,2,"Khmer","One_Shift","Not_enough","Not_enough","Enough","2"
"621","Elementary","Elementary","Farmer","Farmer",2,4,5,4,3,3,3,4,3,"Far","< 2","> 4",3,1,4,3,4,5,4,2,2,3,"Yes","No","Yes",5,1,5,5,4,4,4,4,2,"Khmer","One_Shift","Not_enough","Not_enough","Not_enough","3"
"622","Elementary","Elementary","Farmer","Housewife",3,4,5,4,4,4,5,5,5,"Far","< 2","> 4",2,2,5,3,5,5,5,3,5,2,"Yes","No","No",5,1,5,5,5,5,5,4,2,"Khmer","One_Shift","Not_enough","Not_enough","Not_enough","2"
"623","Upper_Secondary","Elementary","Farmer","Farmer",2,4,5,5,4,3,1,5,5,"Moderate","2 to 4","> 4",5,1,5,5,5,5,5,2,3,2,"Yes","Yes","Yes",5,1,4,5,5,5,5,5,3,"Khmer","One_Shift","Not_enough","Not_enough","Not_enough","3"
"624","Upper_Secondary","Upper_Secondary","Business","Housewife",2,4,4,4,5,5,3,3,5,"Moderate","Never","Never",4,1,5,5,5,5,4,4,4,3,"Yes","Yes","Yes",5,1,5,5,5,5,5,5,3,"English","Fullday","Enough","Enough","Enough","0"
"625","Undergraduate","Lower_Secondary","Farmer","Housewife",3,3,4,4,4,4,4,4,3,"Short","< 2","> 4",5,2,4,5,5,5,5,2,2,2,"Yes","Yes","Yes",4,2,5,5,5,4,4,5,3,"Khmer","Irregular","Enough","Enough","Enough","3"
"626","Upper_Secondary","Upper_Secondary","Others","Business",2,3,3,5,3,3,2,2,2,"Moderate","2 to 4","> 4",5,2,5,5,5,5,5,1,5,3,"Yes","No","No",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Enough","Not_enough","3"
"627","Upper_Secondary","Upper_Secondary","Farmer","Housewife",2,3,3,4,3,3,3,2,2,"Moderate","< 2","< 2",3,3,3,3,3,3,3,3,4,3,"Yes","No","Yes",3,2,3,3,3,4,4,4,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"628","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,5,4,5,3,5,4,4,4,"Moderate","< 2","> 4",5,2,5,4,5,5,5,3,3,2,"Yes","No","Yes",5,3,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Not_enough","Not_enough","1"
"629","Illiteracy","Elementary","Farmer","Farmer",2,3,3,4,3,3,3,4,3,"Short","< 2","< 2",3,1,3,3,2,3,3,3,3,2,"Yes","No","No",3,2,3,3,4,5,3,2,2,"Khmer","One_Shift","Enough","Not_enough","Enough","1"
"630","Elementary","Lower_Secondary","Farmer","Farmer",2,5,5,5,4,3,4,5,5,"Far","< 2","> 4",5,1,5,4,5,5,5,2,3,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Others","Fullday","Not_enough","Not_enough","Maybe","1"
"631","Lower_Secondary","Undergraduate","Farmer","Government_Officer",3,3,4,3,3,2,2,1,3,"Moderate","2 to 4","> 4",4,2,4,4,5,4,4,2,3,2,"Yes","No","No",4,1,5,5,4,5,5,5,2,"Khmer","Irregular","Not_enough","Enough","Not_enough","3"
"632","Lower_Secondary","Elementary","Farmer","Farmer",2,4,5,5,5,4,4,5,3,"Moderate","< 2","> 4",5,1,5,3,5,5,5,4,5,4,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Enough","Not_enough","2"
"633","Elementary","Lower_Secondary","Farmer","Farmer",2,4,4,4,4,4,4,4,4,"Far","< 2","> 4",4,1,4,3,4,5,3,3,3,3,"Yes","No","No",4,1,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Maybe","1"
"634","Upper_Secondary","Upper_Secondary","Farmer","Housewife",2,4,4,4,4,4,4,4,4,"Moderate","< 2","> 4",4,2,5,3,4,5,5,2,5,3,"Yes","No","Yes",4,3,5,5,5,5,5,4,3,"Khmer","Fullday","Enough","Enough","Not_enough","0"
"635","Others","Others","Government_Officer","Government_Officer",2,3,2,3,2,3,3,3,4,"Moderate","< 2","< 2",3,1,2,3,3,3,3,3,4,4,"Yes","Yes","Yes",4,2,3,3,4,4,3,4,2,"Khmer","Irregular","Enough","Enough","Maybe","0"
"636","Undergraduate","Upper_Secondary","Government_Officer","Housewife",3,4,5,5,3,5,2,2,3,"Short","< 2","2 to 4",3,3,3,3,3,3,3,4,3,4,"Yes","Yes","Yes",4,3,5,4,5,5,4,4,2,"Khmer","Irregular","Enough","Enough","Not_enough","2"
"637","Elementary","Elementary","Farmer","Housewife",2,5,5,5,5,4,5,5,4,"Moderate","< 2","> 4",4,1,5,5,5,5,5,2,2,1,"Yes","No","Yes",4,2,5,5,5,4,4,5,3,"French","Irregular","Enough","Not_enough","Not_enough","1"
"638","Illiteracy","Illiteracy","Farmer","Farmer",2,2,3,2,2,1,1,1,3,"Far","< 2","> 4",3,2,5,4,5,5,5,2,2,4,"Yes","No","No",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Not_enough","2"
"639","Elementary","Elementary","Farmer","Housewife",2,4,5,4,4,4,4,3,3,"Moderate","2 to 4","> 4",4,1,4,4,5,5,4,3,4,3,"Yes","No","No",4,2,5,5,5,4,5,5,2,"Khmer","Irregular","Maybe","Maybe","Maybe","1"
"640","Undergraduate","Upper_Secondary","Government_Officer","Government_Officer",3,4,4,4,4,4,4,4,3,"Moderate","2 to 4","2 to 4",4,4,4,4,4,4,4,2,2,3,"Yes","Yes","Yes",4,4,4,4,4,4,4,4,2,"Khmer","Fullday","Not_enough","Enough","Not_enough","3"
"641","Undergraduate","Upper_Secondary","Government_Officer","Housewife",2,3,3,3,3,3,3,3,4,"Moderate","Never","2 to 4",1,4,2,3,2,2,3,4,3,4,"Yes","No","Yes",4,2,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Maybe","0"
"642","Illiteracy","Upper_Secondary","Business","Housewife",3,3,5,5,5,5,4,5,5,"Moderate","< 2","> 4",4,2,3,4,5,4,4,2,3,3,"Yes","No","Yes",4,2,4,4,4,4,3,4,2,"Khmer","Fullday","Maybe","Maybe","Enough","2"
"643","Undergraduate","Elementary","Government_Officer","Business",2,2,4,4,3,3,3,3,3,"Far","< 2","> 4",5,2,4,4,4,5,5,2,2,2,"No","No","Yes",3,2,4,4,4,4,3,4,2,"Khmer","Irregular","Not_enough","Not_enough","Enough","3"
"644","Elementary","Elementary","Farmer","Farmer",1,3,3,2,2,2,2,1,3,"Moderate","< 2","< 2",3,2,4,3,3,3,3,3,4,3,"Yes","No","Yes",3,1,3,3,3,3,3,4,2,"Khmer","Fullday","Not_enough","Enough","Not_enough","1"
"645","Lower_Secondary","Upper_Secondary","Business","Business",2,5,4,5,3,3,3,4,3,"Moderate","Never","Never",3,2,4,5,4,5,5,1,1,2,"Yes","Yes","Yes",4,2,4,4,4,5,4,4,2,"Khmer","Fullday","Maybe","Enough","Maybe","0"
"646","Lower_Secondary","Upper_Secondary","Business","Business",2,5,4,5,3,3,3,3,3,"Moderate","< 2","2 to 4",3,2,4,5,4,5,5,1,1,2,"Yes","Yes","Yes",4,2,4,4,4,5,4,4,2,"Khmer","Fullday","Maybe","Enough","Maybe","0"
"647","Upper_Secondary","Lower_Secondary","Farmer","Farmer",2,4,5,5,3,5,5,5,5,"Moderate","2 to 4","2 to 4",5,2,5,4,5,5,5,2,3,1,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Enough","2"
"648","Upper_Secondary","Upper_Secondary","Business","Business",2,4,4,4,4,4,4,4,4,"Moderate","2 to 4","< 2",4,2,4,4,4,4,4,2,2,1,"Yes","No","Yes",5,5,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Enough","Enough","0"
"649","Lower_Secondary","Elementary","Farmer","Housewife",1,1,3,3,2,2,2,2,3,"Short","< 2","Never",2,3,3,4,3,3,3,2,5,5,"Yes","No","No",5,2,5,5,5,5,5,5,3,"French","Irregular","Enough","Not_enough","Maybe","0"
"650","Lower_Secondary","Elementary","Farmer","Housewife",1,1,3,3,3,3,3,3,3,"Short","< 2","Never",2,3,3,4,5,3,5,2,5,4,"Yes","No","Yes",5,2,5,5,5,5,5,5,3,"French","Irregular","Maybe","Maybe","Maybe","0"
"651","Lower_Secondary","Elementary","Farmer","Housewife",2,2,4,4,3,5,5,5,4,"Far","2 to 4","2 to 4",5,2,5,5,5,5,5,1,1,2,"Yes","No","Yes",5,2,5,5,4,4,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"652","Lower_Secondary","Illiteracy","Farmer","Farmer",2,4,3,5,4,3,4,4,3,"Moderate","2 to 4","> 4",5,1,5,5,5,5,5,1,5,5,"Yes","No","Yes",5,2,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Maybe","2"
"653","Upper_Secondary","Elementary","Others","Housewife",2,3,5,5,5,5,4,5,3,"Moderate","< 2","< 2",3,2,4,4,4,4,4,3,3,3,"Yes","No","Yes",5,4,4,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"654","Elementary","Elementary","Farmer","Housewife",2,3,4,4,4,3,3,3,3,"Moderate","< 2","< 2",4,2,5,4,4,5,5,2,2,2,"Yes","Yes","Yes",4,2,5,5,5,5,4,5,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"655","Illiteracy","Illiteracy","Farmer","Farmer",1,5,5,4,4,3,5,4,3,"Far","2 to 4","> 4",4,1,5,5,5,5,4,2,2,2,"Yes","No","Yes",4,5,5,5,5,5,5,4,3,"Khmer","Fullday","Enough","Enough","Not_enough","3"
"656","Graduate","Graduate","Others","Others",2,3,3,3,3,3,3,3,3,"Short","< 2","< 2",3,2,3,3,5,3,5,2,3,2,"Yes","Yes","Yes",2,5,2,2,3,2,2,2,3,"English","Fullday","Enough","Enough","Enough","2"
"657","Illiteracy","Illiteracy","Farmer","Housewife",2,3,4,4,3,2,3,3,4,"Moderate","< 2","> 4",5,1,5,3,3,3,3,2,4,4,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Maybe","0"
"658","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,2,3,3,3,3,3,3,3,"Moderate","< 2","> 4",3,3,3,3,3,3,3,3,2,3,"No","No","Yes",3,4,4,5,5,5,5,5,3,"English","Irregular","Enough","Enough","Enough","3"
"659","Elementary","Lower_Secondary","Farmer","Farmer",3,5,5,5,5,5,5,5,5,"Moderate","< 2","Never",5,3,4,2,5,5,5,5,5,5,"Yes","No","Yes",5,5,5,5,5,5,5,5,3,"French","Fullday","Maybe","Enough","Not_enough","0"
"660","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,5,5,5,5,5,5,5,5,"Far","< 2","Never",5,2,4,2,5,5,5,5,5,5,"Yes","No","Yes",5,5,5,5,5,5,5,5,3,"French","Fullday","Maybe","Enough","Not_enough","0"
"661","Elementary","Illiteracy","Farmer","Farmer",1,5,5,5,3,5,5,5,3,"Far","< 2","Never",5,2,5,5,5,5,5,2,2,2,"Yes","No","Yes",3,2,5,5,4,5,4,4,2,"Khmer","Fullday","Not_enough","Enough","Not_enough","1"
"662","Elementary","Illiteracy","Farmer","Housewife",2,3,5,5,3,3,2,2,3,"Far","< 2","> 4",4,2,5,3,5,5,5,2,2,2,"Yes","No","Yes",5,1,5,5,3,5,5,3,2,"Khmer","One_Shift","Enough","Enough","Not_enough","2"
"663","Upper_Secondary","Undergraduate","Business","Government_Officer",2,5,5,5,4,4,5,5,5,"Moderate","2 to 4","> 4",5,2,5,5,5,4,4,1,2,1,"Yes","No","Yes",3,2,5,5,5,4,4,4,2,"Khmer","One_Shift","Maybe","Not_enough","Enough","3"
"664","Upper_Secondary","Undergraduate","Business","Government_Officer",2,5,5,5,4,4,5,5,5,"Moderate","2 to 4","> 4",5,2,5,5,5,4,4,1,2,1,"Yes","No","Yes",3,2,5,5,5,4,4,4,2,"Khmer","One_Shift","Maybe","Not_enough","Enough","3"
"665","Elementary","Lower_Secondary","Others","Others",2,2,3,4,2,4,3,2,2,"Far","< 2","> 4",2,3,2,5,4,4,3,3,3,2,"Yes","No","Yes",3,2,4,4,3,5,4,4,2,"Khmer","Irregular","Not_enough","Not_enough","Not_enough","2"
"666","Lower_Secondary","Elementary","Farmer","Farmer",2,5,4,5,5,5,5,5,4,"Moderate","< 2","> 4",4,2,5,5,5,5,5,4,5,1,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Not_enough","Not_enough","3"
"667","Undergraduate","Lower_Secondary","Private_Sector","Housewife",3,3,4,4,3,2,4,4,4,"Moderate","< 2","> 4",5,1,5,4,4,5,5,2,1,1,"Yes","No","No",4,1,5,5,5,5,4,5,3,"Khmer","Irregular","Enough","Enough","Not_enough","3"
"668","Elementary","Elementary","Farmer","Housewife",3,3,3,3,3,3,2,3,3,"Far","< 2","< 2",3,2,3,3,3,3,4,3,3,2,"Yes","No","Yes",4,2,4,4,3,4,4,3,3,"Khmer","Irregular","Enough","Enough","Enough","3"
"669","Lower_Secondary","Elementary","Government_Officer","Housewife",2,4,2,2,2,1,1,1,3,"Moderate","< 2","2 to 4",2,1,2,1,2,4,4,4,5,2,"Yes","No","No",3,2,2,4,4,5,4,3,2,"Khmer","Irregular","Enough","Enough","Maybe","1"
"670","Upper_Secondary","Elementary","Farmer","Farmer",2,5,5,5,5,5,5,5,4,"Short","2 to 4","> 4",5,1,5,5,5,5,5,2,5,1,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Not_enough","Not_enough","3"
"671","Undergraduate","Undergraduate","Government_Officer","Government_Officer",3,4,4,4,4,5,4,4,4,"Moderate","< 2","> 4",3,3,4,3,4,4,4,3,3,3,"Yes","Yes","Yes",4,2,4,4,4,4,4,4,3,"Khmer","Fullday","Enough","Enough","Enough","0"
"672","Elementary","Illiteracy","Farmer","Farmer",3,4,3,4,3,4,4,4,4,"Moderate","< 2","> 4",4,1,4,5,5,5,5,1,5,4,"Yes","No","Yes",5,1,5,4,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Enough","3"
"673","Upper_Secondary","Illiteracy","Government_Officer","Housewife",3,4,4,5,4,4,4,4,3,"Moderate","< 2","> 4",3,3,3,4,4,4,5,3,5,2,"Yes","No","Yes",4,1,5,4,5,5,5,4,2,"Khmer","One_Shift","Not_enough","Not_enough","Not_enough","3"
"674","Elementary","Elementary","Farmer","Housewife",2,5,4,5,5,4,3,4,4,"Far","< 2","> 4",5,2,4,5,5,5,4,1,5,4,"Yes","No","No",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","2"
"675","Upper_Secondary","Lower_Secondary","Farmer","Housewife",2,4,5,5,4,5,5,4,3,"Moderate","< 2","> 4",4,2,5,4,4,4,4,2,5,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"676","Upper_Secondary","Lower_Secondary","Farmer","Housewife",2,3,5,5,3,3,5,5,4,"Far","< 2","> 4",5,2,5,5,4,4,3,3,4,2,"Yes","Yes","Yes",5,1,5,5,5,5,5,4,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"677","Lower_Secondary","Illiteracy","Farmer","Farmer",2,3,5,5,3,5,5,5,3,"Moderate","< 2","> 4",5,1,5,5,4,5,5,3,5,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"678","Lower_Secondary","Illiteracy","Farmer","Farmer",2,3,5,5,3,5,5,5,3,"Moderate","< 2","> 4",5,1,5,5,4,5,5,3,5,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"679","Elementary","Elementary","Farmer","Farmer",1,5,2,5,1,4,5,4,5,"Moderate","< 2","> 4",4,1,4,5,5,5,5,1,5,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","2"
"680","Others","Others","Others","Business",2,5,3,5,3,5,5,3,2,"Moderate","2 to 4","> 4",5,2,3,4,4,5,4,3,3,4,"Yes","No","No",5,2,5,5,5,5,4,5,2,"Others","Others","Enough","Enough","Maybe","3"
"681","Elementary","Illiteracy","Farmer","Farmer",2,4,4,5,5,4,5,4,4,"Moderate","< 2","< 2",3,2,2,1,4,4,5,1,4,4,"Yes","No","Yes",5,1,5,5,5,5,4,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","1"
"682","Lower_Secondary","Elementary","Farmer","Farmer",2,3,3,4,3,3,3,3,3,"Moderate","< 2","< 2",3,3,3,3,3,3,3,3,3,3,"Yes","Yes","Yes",3,3,3,3,3,3,3,3,2,"Khmer","One_Shift","Enough","Enough","Enough","1"
"683","Illiteracy","Elementary","Farmer","Farmer",2,3,4,5,3,4,4,4,3,"Moderate","< 2","> 4",4,2,4,4,3,4,4,2,4,2,"Yes","No","Yes",4,1,4,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"684","Elementary","Lower_Secondary","Farmer","Housewife",3,3,4,4,3,3,3,4,3,"Far","< 2","> 4",4,2,5,4,4,4,4,2,5,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Maybe","2"
"685","Undergraduate","Upper_Secondary","Others","Housewife",2,4,3,5,4,3,4,4,4,"Moderate","< 2","2 to 4",3,1,5,3,4,4,4,4,3,5,"No","No","Yes",4,3,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Maybe","1"
"686","Lower_Secondary","Elementary","Farmer","Housewife",2,3,5,5,4,5,5,4,4,"Far","< 2","2 to 4",3,1,3,5,4,4,5,3,5,5,"Yes","No","No",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"687","Lower_Secondary","Elementary","Farmer","Farmer",2,3,5,5,3,4,5,5,4,"Moderate","< 2","2 to 4",5,1,5,5,5,4,5,1,5,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","2"
"688","Elementary","Elementary","Farmer","Farmer",2,5,5,5,2,3,5,5,5,"Moderate","< 2","> 4",5,2,5,4,5,5,5,2,3,2,"Yes","Yes","Yes",5,1,5,5,5,4,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"689","Elementary","Illiteracy","Farmer","Farmer",2,3,5,5,3,3,5,5,2,"Moderate","< 2","> 4",4,2,5,5,5,5,5,2,5,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"690","Elementary","Elementary","Farmer","Others",2,3,3,3,3,3,3,3,3,"Moderate","2 to 4","> 4",3,3,3,3,4,3,4,3,3,3,"Yes","No","Yes",3,3,3,3,3,3,3,3,2,"Khmer","One_Shift","Enough","Enough","Maybe","0"
"691","Elementary","Lower_Secondary","Farmer","Farmer",2,4,3,5,3,3,3,3,3,"Moderate","< 2","> 4",3,3,3,3,4,4,4,3,3,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Maybe","2"
"692","Undergraduate","Upper_Secondary","Business","Business",2,3,3,3,3,3,3,3,3,"Far","< 2","< 2",3,2,3,2,5,3,4,5,5,5,"No","No","No",3,3,3,3,3,4,4,4,2,"Khmer","Fullday","Maybe","Maybe","Maybe","0"
"693","Elementary","Elementary","Business","Housewife",2,3,3,5,2,5,3,2,3,"Moderate","< 2","> 4",5,1,3,5,5,5,5,2,1,3,"Yes","Yes","Yes",3,2,5,5,4,5,5,5,2,"Khmer","One_Shift","Maybe","Not_enough","Maybe","3"
"694","Graduate","Graduate","Government_Officer","Government_Officer",3,5,5,5,4,5,3,2,4,"Far","< 2","> 4",4,1,4,3,4,4,3,3,3,5,"Yes","No","Yes",5,1,3,4,5,5,4,4,2,"Khmer","Irregular","Enough","Enough","Not_enough","2"
"695","Upper_Secondary","Elementary","Farmer","Farmer",2,3,5,5,4,4,3,3,3,"Moderate","< 2","2 to 4",3,2,3,5,5,5,5,3,5,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"696","Lower_Secondary","Illiteracy","Farmer","Housewife",2,5,5,5,5,5,3,2,5,"Moderate","< 2","> 4",4,2,5,5,5,5,5,2,5,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Not_enough","Not_enough","Enough","3"
"697","Undergraduate","Lower_Secondary","Private_Sector","Private_Sector",2,4,4,5,3,3,3,4,4,"Moderate","2 to 4","> 4",5,1,5,5,5,5,5,2,2,2,"Yes","No","Yes",4,1,5,5,5,5,3,5,2,"Khmer","One_Shift","Enough","Enough","Not_enough","3"
"698","Lower_Secondary","Elementary","Others","Housewife",2,3,4,4,3,4,4,4,3,"Moderate","2 to 4","> 4",5,2,4,5,5,5,5,2,2,1,"Yes","No","No",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","2"
"699","Lower_Secondary","Upper_Secondary","Farmer","Farmer",2,3,3,3,3,3,3,3,3,"Moderate","Never","> 4",3,3,3,3,3,3,3,3,4,3,"Yes","No","Yes",3,3,3,4,3,3,3,3,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"700","Lower_Secondary","Lower_Secondary","Private_Sector","Business",2,2,5,2,3,3,2,3,2,"Moderate","2 to 4","> 4",3,3,5,5,5,4,5,4,5,5,"Yes","Yes","Yes",3,4,5,4,5,4,4,5,2,"Khmer","Fullday","Enough","Enough","Not_enough","2"
"701","Illiteracy","Illiteracy","Unemployment","Others",2,2,3,3,2,3,2,5,3,"Far","< 2","> 4",4,1,2,2,4,4,4,2,4,2,"Yes","No","No",4,2,5,5,4,5,3,5,2,"Khmer","One_Shift","Enough","Enough","Maybe","0"
"702","Undergraduate","Elementary","Business","Housewife",2,3,5,5,2,2,5,1,4,"Moderate","< 2","> 4",5,2,5,4,4,5,5,4,4,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","0"
"703","Upper_Secondary","Elementary","Government_Officer","Others",2,1,5,3,3,5,3,5,3,"Moderate","2 to 4","> 4",5,2,5,5,5,5,1,2,1,5,"Yes","Yes","Yes",3,1,5,3,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Not_enough","3"
"704","Upper_Secondary","Upper_Secondary","Private_Sector","Business",2,4,5,5,4,5,5,5,5,"Far","Never","> 4",2,3,3,1,4,4,5,3,4,5,"Yes","Yes","Yes",5,1,5,5,5,5,2,5,2,"Khmer","Irregular","Enough","Enough","Maybe","0"
"705","Undergraduate","Elementary","Business","Housewife",2,3,5,5,2,2,5,1,4,"Moderate","< 2","> 4",5,2,5,4,4,5,5,4,4,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","1"
"706","Illiteracy","Illiteracy","Farmer","Housewife",1,4,2,5,3,4,3,5,3,"Far","2 to 4","> 4",5,5,2,3,4,5,5,2,4,3,"Yes","No","No",5,2,5,5,5,5,5,4,3,"Khmer","One_Shift","Enough","Enough","Enough","0"
"707","Upper_Secondary","Upper_Secondary","Farmer","Farmer",3,4,4,4,4,4,4,4,4,"Moderate","< 2","< 2",3,3,3,3,3,3,3,3,3,3,"Yes","No","Yes",3,3,4,3,3,3,3,3,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
