"","PEDU1","PEDU2","POCC1","POCC2","PSES1","PI1","PI2","PI3","PS1","PS2","PS3","PS4","DE1","DE2","SELD1","SELD2","SELD3","SELD4","SELD5","SIM1","SIM2","SIM3","SIM4","ANXI1","ANXI2","ANXI3","POSS1","POSS2","POSS3","TMP1","TMP2","TMP3","TMP4","TAC1","TAC2","TAC3","TAC4","CENV1","CU1","CU2","ARES1","ARES2","ARES3","SCORE"
"2050","Upper_Secondary","Elementary","Business","Business",3,4,5,5,5,5,4,4,5,"Short","< 2","> 4",3,3,4,5,5,4,5,2,2,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"2051","Upper_Secondary","Elementary","Farmer","Housewife",2,5,4,4,3,3,3,3,3,"Far","< 2","> 4",3,2,3,3,3,3,3,3,4,5,"Yes","No","Yes",5,1,3,4,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Not_enough","2"
"2052","Elementary","Elementary","Farmer","Farmer",2,4,5,5,2,4,5,4,3,"Moderate","< 2","> 4",5,2,5,4,5,5,5,3,2,4,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","1"
"2053","Illiteracy","Elementary","Farmer","Housewife",2,3,3,4,2,3,3,2,3,"Moderate","< 2","> 4",4,3,4,5,5,5,5,1,4,4,"Yes","No","Yes",4,2,4,4,4,4,4,4,2,"Khmer","Fullday","Enough","Not_enough","Not_enough","3"
"2054","Elementary","Elementary","Farmer","Farmer",2,3,4,4,4,3,3,3,3,"Moderate","< 2","> 4",4,1,4,4,4,5,4,2,4,4,"Yes","No","Yes",5,1,5,5,5,5,4,3,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"2055","Upper_Secondary","Lower_Secondary","Business","Farmer",2,3,4,4,3,4,4,5,3,"Far","< 2","< 2",4,3,4,4,4,3,4,3,3,4,"Yes","No","Yes",4,2,4,4,4,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"2056","Elementary","Illiteracy","Unemployment","Housewife",2,3,4,4,2,2,3,3,3,"Moderate","< 2","< 2",3,4,3,3,4,4,4,2,3,4,"Yes","No","Yes",5,1,4,4,5,4,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","1"
"2057","Illiteracy","Lower_Secondary","Business","Business",2,4,4,4,4,3,4,3,4,"Far","< 2","> 4",4,4,4,3,4,5,4,3,4,4,"Yes","No","No",4,1,4,4,4,5,5,5,3,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"2058","Elementary","Elementary","Farmer","Farmer",2,2,5,5,3,5,5,5,5,"Far","< 2","> 4",3,2,3,3,4,4,5,2,2,4,"Yes","No","Yes",5,1,5,5,5,4,4,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","1"
"2059","Elementary","Elementary","Farmer","Farmer",2,3,5,5,3,3,5,3,4,"Moderate","> 4","> 4",5,1,4,3,4,4,4,1,3,5,"Yes","No","Yes",4,1,4,4,4,4,4,4,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"2060","Elementary","Illiteracy","Business","Housewife",2,2,5,5,3,5,5,5,4,"Moderate","< 2","> 4",5,2,4,4,5,5,5,2,3,4,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"2061","Upper_Secondary","Upper_Secondary","Farmer","Farmer",3,4,3,4,4,4,4,5,5,"Far","< 2","> 4",5,2,5,3,5,5,5,2,5,2,"Yes","No","No",4,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"2062","Elementary","Elementary","Farmer","Farmer",2,4,4,4,2,4,5,4,3,"Moderate","< 2","> 4",4,2,5,4,5,5,5,1,4,4,"Yes","No","Yes",5,1,5,5,5,4,5,4,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"2063","Upper_Secondary","Lower_Secondary","Farmer","Farmer",3,4,4,5,2,2,4,4,4,"Moderate","< 2","< 2",3,1,3,3,3,4,3,3,4,3,"Yes","No","Yes",3,3,4,4,4,4,3,4,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","1"
"2064","Elementary","Elementary","Farmer","Housewife",2,5,5,5,5,5,3,5,1,"Moderate","< 2","2 to 4",5,4,5,4,5,5,4,2,3,3,"Yes","No","Yes",5,1,5,5,4,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"2065","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,2,2,3,2,3,4,3,2,"Moderate","< 2","> 4",3,1,3,4,4,4,4,2,4,4,"Yes","Yes","Yes",5,1,5,4,5,5,3,3,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"2066","Elementary","Elementary","Elders","Farmer",2,4,5,5,5,5,4,5,4,"Moderate","< 2","< 2",3,1,5,4,4,4,4,2,4,3,"Yes","No","Yes",5,1,4,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"2067","Lower_Secondary","Elementary","Business","Housewife",2,3,5,5,3,3,3,3,4,"Moderate","< 2","2 to 4",4,3,4,4,4,5,5,2,4,3,"Yes","Yes","Yes",5,1,5,5,5,5,5,4,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"2068","Illiteracy","Elementary","Farmer","Housewife",2,3,4,4,3,3,3,4,3,"Far","< 2","> 4",3,3,3,3,3,3,3,3,3,3,"Yes","No","No",5,5,5,5,3,3,3,3,2,"Khmer","One_Shift","Not_enough","Not_enough","Enough","2"
"2069","Elementary","Elementary","Farmer","Farmer",2,4,5,4,3,3,3,4,3,"Far","< 2","> 4",3,1,4,3,4,5,4,2,2,3,"Yes","No","Yes",5,1,5,5,4,4,4,4,2,"Khmer","One_Shift","Not_enough","Not_enough","Not_enough","3"
"2070","Elementary","Elementary","Farmer","Housewife",3,4,5,4,4,4,5,5,5,"Far","< 2","> 4",2,2,5,3,5,5,5,3,5,2,"Yes","No","No",5,1,5,5,5,5,5,4,2,"Khmer","One_Shift","Not_enough","Not_enough","Not_enough","2"
"2071","Upper_Secondary","Elementary","Farmer","Farmer",2,4,5,5,4,3,1,5,5,"Moderate","2 to 4","> 4",5,1,5,5,5,5,5,2,3,2,"Yes","Yes","Yes",5,1,4,5,5,5,5,5,3,"Khmer","One_Shift","Not_enough","Not_enough","Not_enough","3"
"2072","Upper_Secondary","Upper_Secondary","Business","Housewife",2,4,4,4,5,5,3,3,5,"Moderate","Never","Never",4,1,5,5,5,5,4,4,4,3,"Yes","Yes","Yes",5,1,5,5,5,5,5,5,3,"English","Fullday","Enough","Enough","Enough","0"
"2073","Undergraduate","Lower_Secondary","Farmer","Housewife",3,3,4,4,4,4,4,4,3,"Short","< 2","> 4",5,2,4,5,5,5,5,2,2,2,"Yes","Yes","Yes",4,2,5,5,5,4,4,5,3,"Khmer","Irregular","Enough","Enough","Enough","3"
"2074","Upper_Secondary","Upper_Secondary","Others","Business",2,3,3,5,3,3,2,2,2,"Moderate","2 to 4","> 4",5,2,5,5,5,5,5,1,5,3,"Yes","No","No",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Enough","Not_enough","3"
"2075","Upper_Secondary","Upper_Secondary","Farmer","Housewife",2,3,3,4,3,3,3,2,2,"Moderate","< 2","< 2",3,3,3,3,3,3,3,3,4,3,"Yes","No","Yes",3,2,3,3,3,4,4,4,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"2076","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,5,4,5,3,5,4,4,4,"Moderate","< 2","> 4",5,2,5,4,5,5,5,3,3,2,"Yes","No","Yes",5,3,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Not_enough","Not_enough","1"
"2077","Illiteracy","Elementary","Farmer","Farmer",2,3,3,4,3,3,3,4,3,"Short","< 2","< 2",3,1,3,3,2,3,3,3,3,2,"Yes","No","No",3,2,3,3,4,5,3,2,2,"Khmer","One_Shift","Enough","Not_enough","Enough","1"
"2078","Elementary","Lower_Secondary","Farmer","Farmer",2,5,5,5,4,3,4,5,5,"Far","< 2","> 4",5,1,5,4,5,5,5,2,3,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Others","Fullday","Not_enough","Not_enough","Maybe","1"
"2079","Lower_Secondary","Undergraduate","Farmer","Government_Officer",3,3,4,3,3,2,2,1,3,"Moderate","2 to 4","> 4",4,2,4,4,5,4,4,2,3,2,"Yes","No","No",4,1,5,5,4,5,5,5,2,"Khmer","Irregular","Not_enough","Enough","Not_enough","3"
"2080","Lower_Secondary","Elementary","Farmer","Farmer",2,4,5,5,5,4,4,5,3,"Moderate","< 2","> 4",5,1,5,3,5,5,5,4,5,4,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Enough","Not_enough","2"
"2081","Elementary","Lower_Secondary","Farmer","Farmer",2,4,4,4,4,4,4,4,4,"Far","< 2","> 4",4,1,4,3,4,5,3,3,3,3,"Yes","No","No",4,1,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Maybe","1"
"2082","Upper_Secondary","Upper_Secondary","Farmer","Housewife",2,4,4,4,4,4,4,4,4,"Moderate","< 2","> 4",4,2,5,3,4,5,5,2,5,3,"Yes","No","Yes",4,3,5,5,5,5,5,4,3,"Khmer","Fullday","Enough","Enough","Not_enough","0"
"2083","Others","Others","Government_Officer","Government_Officer",2,3,2,3,2,3,3,3,4,"Moderate","< 2","< 2",3,1,2,3,3,3,3,3,4,4,"Yes","Yes","Yes",4,2,3,3,4,4,3,4,2,"Khmer","Irregular","Enough","Enough","Maybe","0"
"2084","Undergraduate","Upper_Secondary","Government_Officer","Housewife",3,4,5,5,3,5,2,2,3,"Short","< 2","2 to 4",3,3,3,3,3,3,3,4,3,4,"Yes","Yes","Yes",4,3,5,4,5,5,4,4,2,"Khmer","Irregular","Enough","Enough","Not_enough","2"
"2085","Elementary","Elementary","Farmer","Housewife",2,5,5,5,5,4,5,5,4,"Moderate","< 2","> 4",4,1,5,5,5,5,5,2,2,1,"Yes","No","Yes",4,2,5,5,5,4,4,5,3,"French","Irregular","Enough","Not_enough","Not_enough","1"
"2086","Illiteracy","Illiteracy","Farmer","Farmer",2,2,3,2,2,1,1,1,3,"Far","< 2","> 4",3,2,5,4,5,5,5,2,2,4,"Yes","No","No",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Not_enough","2"
"2087","Elementary","Elementary","Farmer","Housewife",2,4,5,4,4,4,4,3,3,"Moderate","2 to 4","> 4",4,1,4,4,5,5,4,3,4,3,"Yes","No","No",4,2,5,5,5,4,5,5,2,"Khmer","Irregular","Maybe","Maybe","Maybe","1"
"2088","Undergraduate","Upper_Secondary","Government_Officer","Government_Officer",3,4,4,4,4,4,4,4,3,"Moderate","2 to 4","2 to 4",4,4,4,4,4,4,4,2,2,3,"Yes","Yes","Yes",4,4,4,4,4,4,4,4,2,"Khmer","Fullday","Not_enough","Enough","Not_enough","3"
"2089","Undergraduate","Upper_Secondary","Government_Officer","Housewife",2,3,3,3,3,3,3,3,4,"Moderate","Never","2 to 4",1,4,2,3,2,2,3,4,3,4,"Yes","No","Yes",4,2,5,5,5,5,5,5,3,"Khmer","Irregular","Enough","Enough","Maybe","0"
"2090","Illiteracy","Upper_Secondary","Business","Housewife",3,3,5,5,5,5,4,5,5,"Moderate","< 2","> 4",4,2,3,4,5,4,4,2,3,3,"Yes","No","Yes",4,2,4,4,4,4,3,4,2,"Khmer","Fullday","Maybe","Maybe","Enough","2"
"2091","Undergraduate","Elementary","Government_Officer","Business",2,2,4,4,3,3,3,3,3,"Far","< 2","> 4",5,2,4,4,4,5,5,2,2,2,"No","No","Yes",3,2,4,4,4,4,3,4,2,"Khmer","Irregular","Not_enough","Not_enough","Enough","3"
"2092","Elementary","Elementary","Farmer","Farmer",1,3,3,2,2,2,2,1,3,"Moderate","< 2","< 2",3,2,4,3,3,3,3,3,4,3,"Yes","No","Yes",3,1,3,3,3,3,3,4,2,"Khmer","Fullday","Not_enough","Enough","Not_enough","1"
"2093","Lower_Secondary","Upper_Secondary","Business","Business",2,5,4,5,3,3,3,4,3,"Moderate","Never","Never",3,2,4,5,4,5,5,1,1,2,"Yes","Yes","Yes",4,2,4,4,4,5,4,4,2,"Khmer","Fullday","Maybe","Enough","Maybe","0"
"2094","Lower_Secondary","Upper_Secondary","Business","Business",2,5,4,5,3,3,3,3,3,"Moderate","< 2","2 to 4",3,2,4,5,4,5,5,1,1,2,"Yes","Yes","Yes",4,2,4,4,4,5,4,4,2,"Khmer","Fullday","Maybe","Enough","Maybe","0"
"2095","Upper_Secondary","Lower_Secondary","Farmer","Farmer",2,4,5,5,3,5,5,5,5,"Moderate","2 to 4","2 to 4",5,2,5,4,5,5,5,2,3,1,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Enough","2"
"2096","Upper_Secondary","Upper_Secondary","Business","Business",2,4,4,4,4,4,4,4,4,"Moderate","2 to 4","< 2",4,2,4,4,4,4,4,2,2,1,"Yes","No","Yes",5,5,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Enough","Enough","0"
"2097","Lower_Secondary","Elementary","Farmer","Housewife",1,1,3,3,2,2,2,2,3,"Short","< 2","Never",2,3,3,4,3,3,3,2,5,5,"Yes","No","No",5,2,5,5,5,5,5,5,3,"French","Irregular","Enough","Not_enough","Maybe","0"
"2098","Lower_Secondary","Elementary","Farmer","Housewife",1,1,3,3,3,3,3,3,3,"Short","< 2","Never",2,3,3,4,5,3,5,2,5,4,"Yes","No","Yes",5,2,5,5,5,5,5,5,3,"French","Irregular","Maybe","Maybe","Maybe","0"
"2099","Lower_Secondary","Elementary","Farmer","Housewife",2,2,4,4,3,5,5,5,4,"Far","2 to 4","2 to 4",5,2,5,5,5,5,5,1,1,2,"Yes","No","Yes",5,2,5,5,4,4,5,5,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"2100","Lower_Secondary","Illiteracy","Farmer","Farmer",2,4,3,5,4,3,4,4,3,"Moderate","2 to 4","> 4",5,1,5,5,5,5,5,1,5,5,"Yes","No","Yes",5,2,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Maybe","2"
"2101","Upper_Secondary","Elementary","Others","Housewife",2,3,5,5,5,5,4,5,3,"Moderate","< 2","< 2",3,2,4,4,4,4,4,3,3,3,"Yes","No","Yes",5,4,4,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"2102","Elementary","Elementary","Farmer","Housewife",2,3,4,4,4,3,3,3,3,"Moderate","< 2","< 2",4,2,5,4,4,5,5,2,2,2,"Yes","Yes","Yes",4,2,5,5,5,5,4,5,3,"Khmer","Irregular","Enough","Enough","Enough","2"
"2103","Illiteracy","Illiteracy","Farmer","Farmer",1,5,5,4,4,3,5,4,3,"Far","2 to 4","> 4",4,1,5,5,5,5,4,2,2,2,"Yes","No","Yes",4,5,5,5,5,5,5,4,3,"Khmer","Fullday","Enough","Enough","Not_enough","3"
"2104","Graduate","Graduate","Others","Others",2,3,3,3,3,3,3,3,3,"Short","< 2","< 2",3,2,3,3,5,3,5,2,3,2,"Yes","Yes","Yes",2,5,2,2,3,2,2,2,3,"English","Fullday","Enough","Enough","Enough","2"
"2105","Illiteracy","Illiteracy","Farmer","Housewife",2,3,4,4,3,2,3,3,4,"Moderate","< 2","> 4",5,1,5,3,3,3,3,2,4,4,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Maybe","0"
"2106","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,2,3,3,3,3,3,3,3,"Moderate","< 2","> 4",3,3,3,3,3,3,3,3,2,3,"No","No","Yes",3,4,4,5,5,5,5,5,3,"English","Irregular","Enough","Enough","Enough","3"
"2107","Elementary","Lower_Secondary","Farmer","Farmer",3,5,5,5,5,5,5,5,5,"Moderate","< 2","Never",5,3,4,2,5,5,5,5,5,5,"Yes","No","Yes",5,5,5,5,5,5,5,5,3,"French","Fullday","Maybe","Enough","Not_enough","0"
"2108","Lower_Secondary","Lower_Secondary","Farmer","Farmer",2,5,5,5,5,5,5,5,5,"Far","< 2","Never",5,2,4,2,5,5,5,5,5,5,"Yes","No","Yes",5,5,5,5,5,5,5,5,3,"French","Fullday","Maybe","Enough","Not_enough","0"
"2109","Elementary","Illiteracy","Farmer","Farmer",1,5,5,5,3,5,5,5,3,"Far","< 2","Never",5,2,5,5,5,5,5,2,2,2,"Yes","No","Yes",3,2,5,5,4,5,4,4,2,"Khmer","Fullday","Not_enough","Enough","Not_enough","1"
"2110","Elementary","Illiteracy","Farmer","Housewife",2,3,5,5,3,3,2,2,3,"Far","< 2","> 4",4,2,5,3,5,5,5,2,2,2,"Yes","No","Yes",5,1,5,5,3,5,5,3,2,"Khmer","One_Shift","Enough","Enough","Not_enough","2"
"2111","Upper_Secondary","Undergraduate","Business","Government_Officer",2,5,5,5,4,4,5,5,5,"Moderate","2 to 4","> 4",5,2,5,5,5,4,4,1,2,1,"Yes","No","Yes",3,2,5,5,5,4,4,4,2,"Khmer","One_Shift","Maybe","Not_enough","Enough","3"
"2112","Upper_Secondary","Undergraduate","Business","Government_Officer",2,5,5,5,4,4,5,5,5,"Moderate","2 to 4","> 4",5,2,5,5,5,4,4,1,2,1,"Yes","No","Yes",3,2,5,5,5,4,4,4,2,"Khmer","One_Shift","Maybe","Not_enough","Enough","3"
"2113","Elementary","Lower_Secondary","Others","Others",2,2,3,4,2,4,3,2,2,"Far","< 2","> 4",2,3,2,5,4,4,3,3,3,2,"Yes","No","Yes",3,2,4,4,3,5,4,4,2,"Khmer","Irregular","Not_enough","Not_enough","Not_enough","2"
"2114","Lower_Secondary","Elementary","Farmer","Farmer",2,5,4,5,5,5,5,5,4,"Moderate","< 2","> 4",4,2,5,5,5,5,5,4,5,1,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Not_enough","Not_enough","3"
"2115","Undergraduate","Lower_Secondary","Private_Sector","Housewife",3,3,4,4,3,2,4,4,4,"Moderate","< 2","> 4",5,1,5,4,4,5,5,2,1,1,"Yes","No","No",4,1,5,5,5,5,4,5,3,"Khmer","Irregular","Enough","Enough","Not_enough","3"
"2116","Elementary","Elementary","Farmer","Housewife",3,3,3,3,3,3,2,3,3,"Far","< 2","< 2",3,2,3,3,3,3,4,3,3,2,"Yes","No","Yes",4,2,4,4,3,4,4,3,3,"Khmer","Irregular","Enough","Enough","Enough","3"
"2117","Lower_Secondary","Elementary","Government_Officer","Housewife",2,4,2,2,2,1,1,1,3,"Moderate","< 2","2 to 4",2,1,2,1,2,4,4,4,5,2,"Yes","No","No",3,2,2,4,4,5,4,3,2,"Khmer","Irregular","Enough","Enough","Maybe","1"
"2118","Upper_Secondary","Elementary","Farmer","Farmer",2,5,5,5,5,5,5,5,4,"Short","2 to 4","> 4",5,1,5,5,5,5,5,2,5,1,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","Fullday","Enough","Not_enough","Not_enough","3"
"2119","Undergraduate","Undergraduate","Government_Officer","Government_Officer",3,4,4,4,4,5,4,4,4,"Moderate","< 2","> 4",3,3,4,3,4,4,4,3,3,3,"Yes","Yes","Yes",4,2,4,4,4,4,4,4,3,"Khmer","Fullday","Enough","Enough","Enough","0"
"2120","Elementary","Illiteracy","Farmer","Farmer",3,4,3,4,3,4,4,4,4,"Moderate","< 2","> 4",4,1,4,5,5,5,5,1,5,4,"Yes","No","Yes",5,1,5,4,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Enough","3"
"2121","Upper_Secondary","Illiteracy","Government_Officer","Housewife",3,4,4,5,4,4,4,4,3,"Moderate","< 2","> 4",3,3,3,4,4,4,5,3,5,2,"Yes","No","Yes",4,1,5,4,5,5,5,4,2,"Khmer","One_Shift","Not_enough","Not_enough","Not_enough","3"
"2122","Elementary","Elementary","Farmer","Housewife",2,5,4,5,5,4,3,4,4,"Far","< 2","> 4",5,2,4,5,5,5,4,1,5,4,"Yes","No","No",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","2"
"2123","Upper_Secondary","Lower_Secondary","Farmer","Housewife",2,4,5,5,4,5,5,4,3,"Moderate","< 2","> 4",4,2,5,4,4,4,4,2,5,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","2"
"2124","Upper_Secondary","Lower_Secondary","Farmer","Housewife",2,3,5,5,3,3,5,5,4,"Far","< 2","> 4",5,2,5,5,4,4,3,3,4,2,"Yes","Yes","Yes",5,1,5,5,5,5,5,4,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"2125","Lower_Secondary","Illiteracy","Farmer","Farmer",2,3,5,5,3,5,5,5,3,"Moderate","< 2","> 4",5,1,5,5,4,5,5,3,5,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"2126","Lower_Secondary","Illiteracy","Farmer","Farmer",2,3,5,5,3,5,5,5,3,"Moderate","< 2","> 4",5,1,5,5,4,5,5,3,5,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"2127","Elementary","Elementary","Farmer","Farmer",1,5,2,5,1,4,5,4,5,"Moderate","< 2","> 4",4,1,4,5,5,5,5,1,5,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","2"
"2128","Others","Others","Others","Business",2,5,3,5,3,5,5,3,2,"Moderate","2 to 4","> 4",5,2,3,4,4,5,4,3,3,4,"Yes","No","No",5,2,5,5,5,5,4,5,2,"Others","Others","Enough","Enough","Maybe","3"
"2129","Elementary","Illiteracy","Farmer","Farmer",2,4,4,5,5,4,5,4,4,"Moderate","< 2","< 2",3,2,2,1,4,4,5,1,4,4,"Yes","No","Yes",5,1,5,5,5,5,4,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","1"
"2130","Lower_Secondary","Elementary","Farmer","Farmer",2,3,3,4,3,3,3,3,3,"Moderate","< 2","< 2",3,3,3,3,3,3,3,3,3,3,"Yes","Yes","Yes",3,3,3,3,3,3,3,3,2,"Khmer","One_Shift","Enough","Enough","Enough","1"
"2131","Illiteracy","Elementary","Farmer","Farmer",2,3,4,5,3,4,4,4,3,"Moderate","< 2","> 4",4,2,4,4,3,4,4,2,4,2,"Yes","No","Yes",4,1,4,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"2132","Elementary","Lower_Secondary","Farmer","Housewife",3,3,4,4,3,3,3,4,3,"Far","< 2","> 4",4,2,5,4,4,4,4,2,5,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Maybe","2"
"2133","Undergraduate","Upper_Secondary","Others","Housewife",2,4,3,5,4,3,4,4,4,"Moderate","< 2","2 to 4",3,1,5,3,4,4,4,4,3,5,"No","No","Yes",4,3,5,5,5,5,5,5,2,"Khmer","Fullday","Enough","Enough","Maybe","1"
"2134","Lower_Secondary","Elementary","Farmer","Housewife",2,3,5,5,4,5,5,4,4,"Far","< 2","2 to 4",3,1,3,5,4,4,5,3,5,5,"Yes","No","No",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"2135","Lower_Secondary","Elementary","Farmer","Farmer",2,3,5,5,3,4,5,5,4,"Moderate","< 2","2 to 4",5,1,5,5,5,4,5,1,5,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","2"
"2136","Elementary","Elementary","Farmer","Farmer",2,5,5,5,2,3,5,5,5,"Moderate","< 2","> 4",5,2,5,4,5,5,5,2,3,2,"Yes","Yes","Yes",5,1,5,5,5,4,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"2137","Elementary","Illiteracy","Farmer","Farmer",2,3,5,5,3,3,5,5,2,"Moderate","< 2","> 4",4,2,5,5,5,5,5,2,5,3,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Not_enough","Not_enough","3"
"2138","Elementary","Elementary","Farmer","Others",2,3,3,3,3,3,3,3,3,"Moderate","2 to 4","> 4",3,3,3,3,4,3,4,3,3,3,"Yes","No","Yes",3,3,3,3,3,3,3,3,2,"Khmer","One_Shift","Enough","Enough","Maybe","0"
"2139","Elementary","Lower_Secondary","Farmer","Farmer",2,4,3,5,3,3,3,3,3,"Moderate","< 2","> 4",3,3,3,3,4,4,4,3,3,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,3,"Khmer","One_Shift","Enough","Enough","Maybe","2"
"2140","Undergraduate","Upper_Secondary","Business","Business",2,3,3,3,3,3,3,3,3,"Far","< 2","< 2",3,2,3,2,5,3,4,5,5,5,"No","No","No",3,3,3,3,3,4,4,4,2,"Khmer","Fullday","Maybe","Maybe","Maybe","0"
"2141","Elementary","Elementary","Business","Housewife",2,3,3,5,2,5,3,2,3,"Moderate","< 2","> 4",5,1,3,5,5,5,5,2,1,3,"Yes","Yes","Yes",3,2,5,5,4,5,5,5,2,"Khmer","One_Shift","Maybe","Not_enough","Maybe","3"
"2142","Graduate","Graduate","Government_Officer","Government_Officer",3,5,5,5,4,5,3,2,4,"Far","< 2","> 4",4,1,4,3,4,4,3,3,3,5,"Yes","No","Yes",5,1,3,4,5,5,4,4,2,"Khmer","Irregular","Enough","Enough","Not_enough","2"
"2143","Upper_Secondary","Elementary","Farmer","Farmer",2,3,5,5,4,4,3,3,3,"Moderate","< 2","2 to 4",3,2,3,5,5,5,5,3,5,5,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Enough","Not_enough","Not_enough","3"
"2144","Lower_Secondary","Illiteracy","Farmer","Housewife",2,5,5,5,5,5,3,2,5,"Moderate","< 2","> 4",4,2,5,5,5,5,5,2,5,2,"Yes","No","Yes",5,1,5,5,5,5,5,5,2,"Khmer","One_Shift","Not_enough","Not_enough","Enough","3"
"2145","Undergraduate","Lower_Secondary","Private_Sector","Private_Sector",2,4,4,5,3,3,3,4,4,"Moderate","2 to 4","> 4",5,1,5,5,5,5,5,2,2,2,"Yes","No","Yes",4,1,5,5,5,5,3,5,2,"Khmer","One_Shift","Enough","Enough","Not_enough","3"
"2146","Lower_Secondary","Elementary","Others","Housewife",2,3,4,4,3,4,4,4,3,"Moderate","2 to 4","> 4",5,2,4,5,5,5,5,2,2,1,"Yes","No","No",5,1,5,5,5,5,5,5,2,"Khmer","Irregular","Enough","Enough","Enough","2"
"2147","Lower_Secondary","Upper_Secondary","Farmer","Farmer",2,3,3,3,3,3,3,3,3,"Moderate","Never","> 4",3,3,3,3,3,3,3,3,4,3,"Yes","No","Yes",3,3,3,4,3,3,3,3,2,"Khmer","One_Shift","Enough","Enough","Enough","2"
"2148","Lower_Secondary","Lower_Secondary","Private_Sector","Business",2,2,5,2,3,3,2,3,2,"Moderate","2 to 4","> 4",3,3,5,5,5,4,5,4,5,5,"Yes","Yes","Yes",3,4,5,4,5,4,4,5,2,"Khmer","Fullday","Enough","Enough","Not_enough","2"
"2149","Illiteracy","Illiteracy","Unemployment","Others",2,2,3,3,2,3,2,5,3,"Far","< 2","> 4",4,1,2,2,4,4,4,2,4,2,"Yes","No","No",4,2,5,5,4,5,3,5,2,"Khmer","One_Shift","Enough","Enough","Maybe","0"
